"招聘单位","招聘岗位","薪资区间","工作地点","工作经验","学历要求","岗位属性","类别","发布时间","职位诱惑","职位描述","工作地址","爬取时间"
"滴滴出行滴滴出行","智能驾驶测试员","8k-16k","北京 ","经验5-10年","大专及以上","全职","汽车","2018-08-07  ","智能驾驶,无人驾驶,测试,安全","无人驾驶的安全驾驶员，进行无人车的测试工作。","北京-海淀区-西北旺-文思海辉大厦","2018-08-13 22:11:12"
"地平线机器人","前端研发工程师（数据可视...","15k-30k","北京 ","经验1-3年","本科及以上","全职","移动端 | HTML","10:38  ","技术大牛,期权奖励,弹性工作","工作职责:负责⼈工智能相关可视化产品的需求分析和项目开发，包括智能商业数据分析、无人驾驶可视化、数据模型和算法的可视化等；深入理解主要数据可视化展现形式，结合业务和数据场景，提出专业、合理的可视化方案建议；持续研究各种可视化理论与思想，逐步建立自己的可视化技术体系，推动可视化技术产生更大的业务价值。任职资格:计算机相关专业本科及以上学历，两年以上数据可视化相关开发经验，关注业界发展动向；熟悉计算机图形学理论基础与数据可视化相关基础算法，具备较强的数据处理和分析能力者优先；熟悉 HTML、CSS、JavaScript 等前端基础技术，能够高质量的完成视觉还原和动效实现，具备良好的审美能力者优先；熟悉 Canvas、SVG、 WebGL 等前端绘图技术及标准，熟练使用 D3 / Three.js / ECharts / G2 等至少一个数据可视化框架或类库；认真负责，乐于分享，对未知领域充满好奇并积极探索，拥有良好的团队合作意识。","北京-海淀区-中关村大街1号海龙大厦3层","2018-08-13 22:11:16"
"MINIEYE算法部","传感器数据融合算法工程师","15k-30k","深圳 ","经验1-3年","硕士及以上","全职","算法","10:07  ","无人驾驶,车厂合作,扁平化管理,海归科研团","1. 设计可靠算法，对各类传感器数据（IMU/GPS/Radar/Lidar）和视觉识别结果进行融合，实现对环境和自身运动状态连续稳定的感知和估计；","深圳市市市-南山区-科技园-泰邦科技大厦","2018-08-13 22:11:19"
"PerceptIn普思英察","定位算法工程师","25k-40k","深圳 ","经验1-3年","本科及以上","全职","智能硬件 | 人工智能 | 计算机视觉 | 算法","09:23  ","海归团队,弹性工作,工作氛围好,五险一金","岗位职责：","深圳-南山区-科技园-科兴科学园","2018-08-13 22:11:22"
"速腾聚创","传感器算法工程师（2019年...","13k-18k","深圳 ","经验应届毕业生","本科及以上","全职","人工智能 | 机器学习 | 深度学习","09:21  ","AI行业,无人驾驶,激光雷达","工作职责:","深圳-南山区-西丽-南山区桃源街道留仙大道1213号众冠红花岭工业南区1区速腾科技楼","2018-08-13 22:11:25"
"主线科技","项目申报主管","8k-15k","北京 ","经验不限","本科及以上","全职","项目管理 | 过程管理","10:22  ","行业前景好,薪资福利好,发展空间大,工作氛围好","岗位职责：","北京-海淀区-中关村-互联网金融中心","2018-08-13 22:11:29"
"一清科技","嵌入式工程师","10k-15k","深圳 ","经验1年以下","本科及以上","全职","智能硬件 | 电子/半导体/集成电路 | ARM | 嵌入式 | Linux | 电路设计","16:42  ","无人驾驶,团队大牛多,薪酬福利好,公司发展快","职责:","深圳-南山区-南头-高新南四道25号W2-B附楼一层","2018-08-13 22:11:32"
"Roadstar.ai自动驾驶硬件部","系统仿真工具开发工程师","15k-30k","深圳 ","经验3-5年","本科及以上","全职","游戏 | 图像处理 | 算法","2018-08-01  ","技术大牛,成长空间大,薪资福利好,全日餐饮","【工作职责】","深圳-南山区-科技园-西丽湖路西丽山庄","2018-08-13 22:11:35"
"亿咖通科技自动驾驶研究部","ROS机器人操作系统工程师","15k-30k","杭州 ","经验1-3年","硕士及以上","全职","架构师","2018-08-01  ","机会多,成长快,技术热,扁平化","职位描述：","杭州-滨江区-西兴-杭州印17楼","2018-08-13 22:11:39"
"杭州逐影技术部","控制算法工程师","18k-35k","杭州 ","经验不限","本科及以上","全职","人工智能 | 机器学习 | 深度学习 | 算法","2018-08-01  ","五险一金,餐补交通补,弹性工作,年终奖","岗位职责","杭州-西湖区-古墩路-瑞博国际B座308","2018-08-13 22:11:41"
"图森未来ITS","车辆控制系统实习生","8k-12k","北京 ","经验不限","本科及以上","实习","汽车","2018-08-01  ","行业前沿,大牛云集,发展空间大,薪酬福利好","岗位职责","北京-朝阳区-光华路甲9号世贸商务楼5层","2018-08-13 22:11:44"
"武汉佰钧成技术有限公司","高级安卓开发工程师","15K-20K","上海 ","经验5-10年","大专及以上","全职","移动端 | Android","2018-07-17  ","双休、六险一金、汽车国企","站在科技与人文的十字路口」车联网」互联网思维」智能汽车」等等，这些耳熟能详的词语想必已经耳边出茧。","上海-杨浦区-中原-军工路2500号","2018-08-13 22:11:51"
"XAG极飞科技产品部","机器人算法工程师","10k-20k","广州 ","经验不限","硕士及以上","全职","算法","15:56  ","高科技行业,人工智能,高薪福利,核心研发","岗位职责：","广州-天河区-思成路1号3A01","2018-08-13 22:11:56"
"DeepMotion深动科技研发部","激光点云算法工程师","20k-40k","北京 ","经验不限","本科及以上","全职","机器学习 | 深度学习 | 计算机视觉 | 图像处理","2018-08-08  ","大牛指导,扁平化管理,弹性工时,学术氛围浓","岗位职责：","北京-海淀区-中关村-海淀北二街8号中关村SOHO1219","2018-08-13 22:12:00"
"美团点评无人配送","自动驾驶仿真算法专家-无人车","35k-65k","北京 ","经验3-5年","博士及以上","全职","算法","2018-08-08  ","技术大牛",,"北京-朝阳区-""""-望京东路4号恒电大厦C座","2018-08-13 22:12:14"
"Roadstar.ai自动驾驶研发部","视觉定位算法工程师","20k-40k","深圳 ","经验1-3年","本科及以上","全职","医疗健康 | 图像处理 | 算法","2018-08-07  ","技术大牛,高薪高福利,全日餐饮,六险一金","工作职责：","深圳-南山区-西丽湖路西丽山庄","2018-08-13 22:12:17"
"亿咖通科技自动驾驶研究部","双目视觉算法工程师","15k-30k","杭州 ","经验1-3年","硕士及以上","全职","计算机视觉 | 机器学习 | 图像处理 | 算法","2018-08-01  ","机会多,成长快,技术热,扁平化","职位描述：","杭州-滨江区-西兴-杭州印17楼","2018-08-13 22:12:20"
"图森未来COO办","管理培训生（项目管理方向）","8k-12k","北京 ","经验应届毕业生","本科及以上","全职","项目管理","2018-08-01  ","无人驾驶,一日三餐,发展空间","工作职责：","北京-朝阳区-光华路甲9号世贸商务楼5层","2018-08-13 22:12:23"
"轻推","机械自动化工程师","10k-15k","重庆 ","经验3-5年","硕士及以上","全职","智能硬件","2018-08-09  ","央企,平台稳定",,"重庆-渝北区-鸳鸯-复城国际","2018-08-13 22:12:26"
"杭州逐影技术部","测试工程师","15k-25k","杭州 ","经验1年以下","本科及以上","全职","测试 | 脚本 | 自动化 | 性能测试","2018-08-01  ","五险一金,包三餐,弹性工作,交通补助","岗位职责：","杭州-西湖区-古墩路-瑞博国际B座308","2018-08-13 22:12:29"
"京东物流京东物流","环境感知算法专家","30k-50k","北京 ","经验5-10年","硕士及以上","全职","汽车 | 图像处理 | 算法 | 模式识别","2018-08-07  ","500强,五险一金,免费班车,餐补","工作职责：","北京-大兴区-亦庄-朝林广场A座","2018-08-13 22:12:32"
"数据堂创新业务部","新媒体运营经理","10k-20k","北京 ","经验3-5年","本科及以上","全职","大数据 | 新媒体运营","3天前  ","五险一金,定期体检,绩效奖金,年终奖金","@我们通过众包为科技最前沿的企业人工智能算法的研究采集和结构化标注数据，未来无人驾驶、人脸识别、语音识别等技术革新出一份儿力。","北京-海淀区-中关村大街18号互联网创新教育中心18层","2018-08-13 22:12:35"
"睦星科技研发部","软件工程师","20K-30K","北京 ","经验不限","本科及以上","全职","算法 | 数据挖掘 | 数据分析","2018-08-09  ","精英团队,快速成长,大牛指导,期权鼓励","岗位职责：","北京-海淀区-中关村-鼎好大厦A座3层太库孵化器","2018-08-13 22:12:37"
"上汽通用汽车有限公司","人工智能开发应用工程师-上海","10k-15k","上海 ","经验3-5年","本科及以上","全职","人工智能","13:20  ","职业发展","工作职责:职责概述：负责智能驾驶人工智能系统的设计开发，实现Lv4-5无人驾驶。职责描述1. 负责人工智能应用软件的需求分析，设计，开发测试，部署，及维护。2. 负责软件系统界面设计、功能模块开发等。3. 负责软件系统核心功能模块进行调试、测试、文档撰写及新技术调研。4. 针对汽车使用场景需求，基于当前人工智能技术，寻求优化方案并改善用户体验。5. 根据汽车场景应用需求，开发并维护人工智能技术支撑平台及工具。任职资格:任职资格：1. 教育背景：全日制大学本科及以上学历，电子或汽车相关背景。2. 工作经验：具备人工智能领域开发工作经验。3. 知识技能：熟悉机器学习（Machine Learning），强化学习（Reinforcement Learning）4. 专业工具：熟悉Matlab，C等软件的应用，5. 素质能力：良好的沟通能力，压力承受能力，具备较强的创新能力，英语CET-6。","上海-浦东新区-巨峰路金穗路","2018-08-13 22:12:40"
"金惠科技","传感器工程师","10k-15k","郑州 ","经验不限","本科及以上","全职","硬件开发","2018-07-24  ","无人驾驶,传感器,激光雷达,毫米波","岗位职责： 1、负责传感器系统硬件（毫米波，IMU等）数据处理和视觉（Camera）识别结果进行融合，实现对环境、自身运动状态连续稳定的感知和相机姿态估计； 2、负责制定基于毫米波雷达的FCW整体技术方案,开发多目标下测距、测速和测角等功能算法； 3、熟悉毫米波雷达测试技术，完成毫米波雷达测试方案。 任职要求： 1、数学/计算机/电子信息工程/自动化/信号分析/雷达等相关专业本科以上； 2、熟悉掌握至少两种车载传感器（毫米波/激光雷达,IMU等）的基本工作原理； 3、具备扎实的随机过程及最优滤波专业功底，熟练掌握常用滤波算法（Particle Filter、Kalman Filter）； 4、熟练掌握C/C++编程语言； 5、具有ADAS、无人驾驶相关项目经验的优先。","郑州-高新区-国槐街8号火炬大厦B座3楼","2018-08-13 22:12:44"
"牧月","软件工程师","25k-50k","深圳 ","经验1-3年","本科及以上","全职","C++ | Python | Linux/Unix","2018-08-06  ","技术大牛,高薪高福利","职位诱惑：有竞争力薪资、快速成长空间、免费食宿 、不限量零食饮料","深圳-龙华新区-民治街道","2018-08-13 22:12:47"
"托尔泰克","软件工程师","5k-10k","青岛 ","经验1-3年","本科及以上","全职","C | C++ | 地图 | 其他 | Java | 服务器端","2018-07-31  ","期权,创业公司,无人驾驶,大数据","岗位职责：","青岛-黄岛区-峨眉山路396号光谷软件园","2018-08-13 22:12:50"
"DeepMotion深动科技研发部","深度学习研发工程师","20k-40k","北京 ","经验不限","本科及以上","全职","人工智能 | 机器学习 | 深度学习 | 建模","2018-08-08  ","大牛指导,学术氛围浓,弹性工时,福利待遇好","岗位职责：","北京-海淀区-中关村-海淀北二街8号中关村SOHO1219","2018-08-13 22:12:53"
"踏歌智行控制组","决策规划算法工程师","20k-35k","北京 ","经验3-5年","本科及以上","全职","算法 | 人工智能","2018-07-27  ","发展空间大","工作内容：","北京-海淀区-西北旺-西二旗软件园二期博彦科技大厦南门2层","2018-08-13 22:12:56"
"美团点评无人配送","无人配送-无人驾驶决策规...","35k-70k","北京 ","经验3-5年","硕士及以上","全职","算法","2018-08-02  ","无人驾驶，大落地场景，牛人云集",,"北京-朝阳区-""""-望京国际研发园恒基伟业大厦B/C座","2018-08-13 22:13:10"
"亿咖通科技自动驾驶研究部","增强学习算法实习生","3k-5k","杭州 ","经验不限","硕士及以上","实习","算法 | 人工智能 | 机器学习 | 深度学习","2018-08-01  ","机会多,成长快,技术热,扁平化","职位描述：","杭州-滨江区-西兴-杭州印17楼","2018-08-13 22:13:13"
"Roadstar.ai","决策规划工程师","20k-40k","深圳 ","经验1-3年","硕士及以上","全职","C++","2018-07-24  ","高薪高福利,发展平台好,全日餐饮,六险一金","岗位职责：","深圳-南山区-科技园-西丽湖路西丽山庄","2018-08-13 22:13:15"
"轻推","物流自动化工程师","6k-12k","重庆 ","经验3-5年","本科及以上","全职","智能硬件","2018-08-09  ","央企,平台稳定","岗位职责：","重庆-渝北区-鸳鸯-复城国际","2018-08-13 22:13:18"
"图森未来总裁办","项目经理","10k-20k","北京 ","经验1-3年","本科及以上","全职","项目管理","2018-08-01  ","五险一金,成长空间,顶尖技术,节日礼品","岗位职责：","北京-朝阳区-建外大街-光华路甲9号世贸商务楼5层","2018-08-13 22:13:21"
"数据堂创新业务部","活动运营经理","10k-20k","北京 ","经验3-5年","本科及以上","全职","活动策划 | 大数据","3天前  ","五险一金,定期体检,绩效奖金,年终奖金","@我们通过众包为科技最前沿的企业人工智能算法的研究采集和结构化标注数据，未来无人驾驶、人脸识别、语音识别等技术革新出一份儿力。","北京-海淀区-中关村大街18号互联网创新教育中心18层","2018-08-13 22:13:24"
"牧月","组合定位工程师","25k-50k","深圳 ","经验1-3年","本科及以上","全职","移动互联网","2018-08-07  ","技术大牛,高薪高福利,无限零食,免费食宿","岗位职能：","深圳-龙华新区-民治街道","2018-08-13 22:13:27"
"驭势科技人力资源","HRBP","20k-30k","北京 ","经验5-10年","本科及以上","全职","HRBP | 人力资源","3天前  ","无人驾驶,免费工作餐,班车,合伙人文化","在VUCA的时代背景下，无人驾驶行业正在上演一幕长历史纵深的磅礴大戏！驭势科技，作为活跃在无人驾驶赛道上的领先企业，是一家创新驱动、人才驱动的公司！加入我们的HR战队，从0到1，将驭势打造成为创意精英的乐园！","北京-海淀区-学院路-知春路27号量子芯座1802","2018-08-13 22:13:30"
"深古安地研发部","图像算法工程师","8k-12k","武汉 ","经验1-3年","本科及以上","全职","地图 | 机器学习 | 深度学习 | 计算机视觉 | 图像处理","2018-08-09  ","五险一金,员工旅游,专业培训,餐饮补贴","岗位职责：","武汉-洪山区-珞狮南路-街道口中部创意大厦","2018-08-13 22:13:33"
"中云智车/ZIVT商务部","商务经理","15k-30k","北京 ","经验1-3年","学历不限","全职","大客户销售","2018-08-04  ","五险一金,绩效奖金,带薪年假,出差补贴","岗位职责：1、全面负责无人驾驶项目对整车厂、产业工业园区及各大高校院所的商务合作、进程推进等工作2、协助产品技术团队，展开跟合作伙伴相关团队的研发、测试工作，推进项目顺利进行3.开拓与维护所负责的客户，形成MAP图4.负责商务合同的洽谈、签订、执行和回款工作5.组织资源，建立客户和公司的联系及合作，收集相关信息，挖掘新业务新需求；6.配合市场部组织并完成市场活动；7.完成领导交办的其他工作。任职资格：1、广泛的汽车及工业自动化行业经验及资源，坚决的推进能力，勇于创新和颠覆的激情与勇气，能够适应创业公司的节奏和文化2、汽车或工业自动化行业3年以上工作经验，2年以上商务经验3、对行业非常熟悉，广泛的汽车行业经验及资源4、对无人驾驶技术的发展趋势及车联网技术持续关注并有敏锐的发展判断。","北京-海淀区-远大路-苏州桥","2018-08-13 22:13:36"
"踏歌智行控制组","控制算法工程师","18k-35k","北京 ","经验3-5年","本科及以上","全职","人工智能 | 计算机视觉 | 数据挖掘 | 算法","2018-07-27  ","成长空间大,团队大咖多","职责描述：决策控制算法","北京-海淀区-西北旺-西二旗软件园二期博彦科技大厦南门2层","2018-08-13 22:13:38"
"京东物流京东物流","大数据产品专家","20k-40k","北京 ","经验1年以下","本科及以上","全职","地图 | 大数据 | 需求分析 | 数据分析","2018-08-07  ","500强,五险一金,免费班车,餐补","工作职责：","北京-大兴区-亦庄-朝林广场A座","2018-08-13 22:13:41"
"百度","IDG-系统集成研发工程师","17k-32k","北京 ","经验1-3年","硕士及以上","全职","Linux/Unix | C++ | 分布式","17:22  ","五险一金,商业保险","工作职责：-负责高精定位系统的总体设计、算法集成和技术调试-负责设计与实现高精定位系统的调试系统、评估工具、数据上传等","北京-海淀区-西二旗-上地十街百度大厦","2018-08-13 22:13:44"
"信息咨询研发部门","定位算法工程师","20k-40k","北京 ","经验不限","硕士及以上","全职","人工智能 | 机器学习 | 计算机视觉 | 图像处理","2018-08-07  ","无人车,精准定位","职位描述","北京-房山区-长阳-房山区弘安路","2018-08-13 22:13:47"
"酷哇机器人技术中心","实施工程师","9k-18k","上海 ","经验1-3年","本科及以上","全职","实施 | Linux | 解决方案 | 系统集成","10:03  ","落地块,技术前沿,行业领先,技术大牛","工作职责：1.负责无人驾驶系统维护及相关硬件维护2.参加现场试验并处理电气故障，提出产品改进措施3.负责对外进行无人驾驶动态演示及讲解工作等4.与研发人员沟通，解决现场出现的问题任职资格：1.熟悉linux基本操作2.熟悉计算机硬件，熟悉电子线路相关知识。3.了解python语言、shell脚本者优先，具备电子线路调试经验者优先4.具有较好的分析及接受能力，热爱本职工作，有较强的责任心5.可适应出差","上海-徐汇区-漕河泾-虹漕路421号64幢5楼","2018-08-13 22:13:50"
"美团点评餐饮平台","无人车-计算机视觉算法研...","30k-60k","北京 ","经验3-5年","本科及以上","全职","计算机视觉 | 模式识别 | 算法","2018-08-07  ","无人车,自动驾驶,战略项目,前沿挑战","工作地点：北京","北京-朝阳区-望京东路科创大厦","2018-08-13 22:14:03"
"Roadstar.ai自动驾驶研发部","计算机视觉工程师","20k-40k","深圳 ","经验1-3年","硕士及以上","全职","算法 | 机器学习","2018-08-07  ","硅谷文化,高薪高福利,技术大牛,六险一金","工作职责：","深圳-南山区-西丽湖路西丽山庄","2018-08-13 22:14:06"
"轻推","网络开发工程师","6k-12k","重庆 ","经验3-5年","本科及以上","全职","运维 | 安全","2018-08-09  ","央企,平台稳定","岗位职责：","重庆-渝北区-鸳鸯-复城国际","2018-08-13 22:14:09"
"踏歌智行人力资源部","招聘专员","5k-9k","北京 ","经验1-3年","本科及以上","全职","员工关系 | 招聘 | 薪酬福利 | 社保","2018-07-27  ","薪资竞争力,发展空间大,行业优势好","1、本科及以上学历，理工科背景优先","北京-海淀区-西北旺-西二旗软件园二期博彦科技大厦南门2层","2018-08-13 22:14:12"
"联通系统集成有限公司贵州省分公司中国联通（贵州）产业互联网研究院","5G研究员","10k-20k","贵阳 ","经验3-5年","本科及以上","全职","移动互联网 | 通信/网络设备","2018-07-17  ","节日福利","岗位职责","贵阳-观山湖区-林城东路中国联通通信楼","2018-08-13 22:14:14"
"牧月","高精地图算法工程师","25k-50k","深圳 ","经验不限","本科及以上","全职","人工智能 | 算法","2018-08-06  ","团队氛围好,快速成长,免费食宿","职位诱惑：有竞争力薪资、快速成长空间、免费食宿 、不限量零食饮料","深圳-龙华新区-民治街道","2018-08-13 22:14:17"
"北京百度网讯科技有限公司增值维护","增值运营","6k-12k","深圳 ","经验1-3年","大专及以上","全职","移动互联网 | SEM | SEO | APP推广 | 运营","2018-08-09  ","百度直营公司","百度是卓越的AI人工智能，无人驾驶Apollo，人脸识别，语音识别、中文搜索引擎的公司使命：用科技让复杂的世界更简单价值观：简单可依赖","深圳-龙华新区--锦尚商业楼3a-02","2018-08-13 22:14:21"
"读客图书","资深编辑","8k-16k","上海 ","经验3-5年","本科及以上","全职","编辑 | 记者","2018-07-30  ","个人发展,福利多多",,"上海-普陀区-曹杨-上海市普陀区光复西路1003号6号楼","2018-08-13 22:14:24"
"开易科技品牌公共部","品牌公关经理","15k-30k","北京 ","经验5-10年","本科及以上","全职","公关（PR） | 媒介 | 执行 | 品牌 | 广告营销 | 汽车","12:18  ","技术大牛,年度旅游,优越薪酬,不限量零食","岗位职责","北京-朝阳区-望京-望京街10号望京soho，T1，1107室","2018-08-13 22:14:27"
"京东物流京东物流","计算机视觉专家","30k-60k","北京 ","经验5-10年","硕士及以上","全职","人工智能 | 计算机视觉 | 图像处理 | 算法","2018-08-07  ","免费班车,自动驾驶,人工智能,前沿项目","工作职责：","北京-大兴区-京经济开发区荣华中路朝林广场A座","2018-08-13 22:14:30"
"Pony.ai研发部","硬件部-机械结构设计工程师","25k-50k","广州 ","经验1-3年","硕士及以上","全职","ARM | FPGA | 硬件开发","2天前  ","股票期权,大神队友,弹性上班,扁平管理","岗位职责：","广州-南沙区-金隆路37号香江国际金融中心1号楼18层","2018-08-13 22:14:33"
"YOHO创新服务咨询设计部","交互设计师（实习）","3k-6k","北京 ","经验不限","学历不限","全职","交互 | 用户体验","1天前  ","设计团队牛,弹性工作,福利好,有奖金","1、参与公司的产品的交互设计","北京-朝阳区-酒仙桥-北京市朝阳区酒仙桥路北路4号北京751D·PARK","2018-08-13 22:14:36"
"飞驰镁物宝马专业服务部","Scrum master(驻场宝马)","20k-35k","北京 ","经验5-10年","本科及以上","全职","汽车 | 项目管理","15:22  ","14薪,六险一金,弹性工时,10天年假","职位描述：","北京-朝阳区-三元桥-霞光里18号佳程广场","2018-08-13 22:14:38"
"NVIDIA(英伟达)QA","高级软件测试工程师","20k-40k","上海 ","经验5-10年","本科及以上","全职","测试 | 脚本","2018-08-07  ","弹性制,股票,带薪年假,带薪病假","职位职责：","上海-浦东新区-张江-秋月路26号","2018-08-13 22:14:41"
"爱范儿董车会","汽车编辑（北京）","8k-13k","北京 ","经验1-3年","本科及以上","全职","汽车 | 媒体 | 编辑 | 记者 | 内容","16:03  ","五险一金,环境好","岗位职责：","北京-朝阳区-CBD-建外SOHO9号楼1605","2018-08-13 22:14:45"
"美团点评无人配送","无人配送-无人车环境预测...","35k-70k","北京 ","经验3-5年","硕士及以上","全职","算法","2018-08-02  ","无人驾驶，牛人云集，大落地场景",,"北京-朝阳区-""""-望京国际研发园恒基伟业大厦B/C座","2018-08-13 22:14:59"
"读客图书","资深编辑","8k-16k","上海 ","经验3-5年","本科及以上","全职","编辑","2018-08-06  ","个人发展,团队氛围","全球大趋势，全球顶尖商业人物，全球商业智慧，都在读客经管产线！加入我们吧！   在此之前，有几个问题需要你先确认：","上海-普陀区-曹杨-上海市普陀区光复西路1003号6号楼","2018-08-13 22:15:02"
"飞驰镁物","高级Android工程师","15k-20k","上海 ","经验3-5年","大专及以上","全职","汽车 | Android | IOS","15:22  ","五险一金 年底双薪 弹性工作 领导nice","「站在科技与人文的十字路口」、「车联网」、「互联网思维」、「智能汽车」等等，这些耳熟能详的词语想必已经耳边出茧。","上海-嘉定区-安亭于田大厦","2018-08-13 22:15:05"
"zilliz研发部","高级招聘专家","15k-30k","上海 ","经验3-5年","本科及以上","全职","招聘 | 招聘","09:30  ","丰厚薪酬,弹性工作,给力的队友","背景： ","上海-徐汇区-嘉汇国际广场B栋","2018-08-13 22:15:08"
"微创赴商汤科技","前端开发工程师-赴商汤科技","10k-16k","北京 ","经验3-5年","本科及以上","全职","Web前端","10:04  ","六险一金,带薪年假,节日福利,技术大牛","赴商汤科技","北京-海淀区-五道口-清华科技园创业大厦7楼","2018-08-13 22:15:11"
"创智联恒研发部","高级软件工程师","20K-25K","成都 ","经验5-10年","大专及以上","全职","软件开发","1天前  ","5G网络建设 人工智能","四川创智联恒科技有限公司为四川创意信息技术股份有限公司（股票代码300366）的控股子公司，公司将在5G网络建设、信道和终端测试、边缘计算、业务应用等方面进行产品研发，全面支撑5G时代万物互联、无人驾驶、人工智能、AR等业务场景，积极推进5G产业发展.","成都-郫县-犀浦-西芯大道28号四川创意信息技术股份有限公司总部","2018-08-13 22:15:14"
"搜狐集团","汽车产业编辑","10k-20k","北京 ","经验1-3年","本科及以上","全职","内容运营","2018-08-07  ","大平台,高福利","岗位描述：","北京-海淀区-海淀区中关村南路融科资讯中心搜狐媒体大厦","2018-08-13 22:15:17"
"京东物流京东物流","智能网联产品经理","15k-30k","北京 ","经验3-5年","本科及以上","全职","产品设计 | 产品策划","2018-08-07  ","500强,五险一金,免费班车","工作职责：","北京-大兴区-亦庄-朝林广场A座","2018-08-13 22:15:20"
"信息咨询研发部门","深度学习算法工程师","20K-40K","上海 ","经验不限","硕士及以上","全职","人工智能 | 机器学习 | 计算机视觉 | 图像处理","2018-08-07  ","自动驾驶,深度学习","机器学习/深度学习算法工程师","北京-房山区-长阳-国权北路","2018-08-13 22:15:24"
"广州市纽纶贸易有限公技术部","首席架构师","50k-100k","深圳 ","经验5-10年","本科及以上","全职","汽车 | 高级技术管理 | 系统架构 | 创业","2018-08-06  ","双休","全面主持L4级别的无人驾驶技术研发工作。","深圳-福田区--沙尾地铁站","2018-08-13 22:15:27"
"顺丰科技有限公司","机器学习工程师","20k-40k","深圳 ","经验1-3年","本科及以上","全职","人工智能 | 机器学习 | 深度学习","2018-07-24  ","弹性工作,绩效奖金,餐补","岗位职责","深圳-南山区-后海-软件产业基地","2018-08-13 22:15:30"
"车联网产品部","高精地图工艺设计师","15k-25k","北京 ","经验3-5年","本科及以上","全职","汽车 | 地图 | 需求分析","2018-07-19  ","六险一金,绩效奖励,弹性时间","岗位职责：","北京-海淀区-甘家口-西直门外大街腾达大厦","2018-08-13 22:15:34"
"美团点评餐饮平台","无人车-机器学习/深度学习...","30k-60k","北京 ","经验3-5年","本科及以上","全职","机器学习 | 深度学习 | 算法","2018-08-07  ","无人车,人工智能,前沿挑战,大场景","岗位职责： ","北京-朝阳区-望京东路科创大厦","2018-08-13 22:15:36"
"微创赴商汤科技","交付开发工程师-商汤科技","10k-18k","北京 ","经验3-5年","本科及以上","全职","大数据 | 软件开发 | Java","10:04  ","六险一金,带薪年假,节日福利,技术大牛","赴商汤科技","北京-海淀区-五道口-清华科技园创业大厦7楼","2018-08-13 22:15:39"
"读客图书","编辑主管","8k-16k","上海 ","经验3-5年","本科及以上","全职","编辑 | 记者","2018-07-23  ","个人发展,团队,福利多多","全球大趋势，全球顶尖商业人物，全球商业智慧，都在读客经管产线！加入我们吧！   在此之前，有几个问题需要你先确认：","上海-普陀区-曹杨-上海市普陀区光复西路1003号6号楼","2018-08-13 22:15:43"
"驭势科技华北项目","智能驾驶部署软件工程师","10k-15k","北京 ","经验1-3年","学历不限","全职","汽车 | Linux/Unix","3天前  ","无人驾驶,免费工作餐,班车,合伙人文化",,"北京-房山区-中关村产业前沿技术研究院","2018-08-13 22:15:56"
"WESTWELLlab西井科技自动驾驶","无人驾驶机械工程师","15k-25k","上海 ","经验不限","本科及以上","全职","汽车 | 软件开发","2018-07-31  ","氛围环境,6险1金,一线福利,团队有爱","岗位职责：","上海-长宁区-利西路102号1幢201","2018-08-13 22:15:59"
"Momenta研发部","无人驾驶自动化测试开发工...","15k-30k","北京 ","经验不限","本科及以上","全职","汽车 | 测试 | 脚本 | 自动化","2018-08-03  ","发展前景","职位描述：","北京-海淀区-中关村-北京市海淀区中关村东路8号东升大厦A座5层501","2018-08-13 22:16:03"
"Momenta研发部","无人驾驶软件开发工程师 （...","25k-50k","北京 ","经验不限","本科及以上","全职","硬件制造 | C++ | Python | 算法","2018-08-03  ","发展前景","岗位职责:","北京-海淀区-中关村-北京市海淀区中关村东路8号东升大厦A座5层501","2018-08-13 22:16:06"
"驭势科技规划控制","规划控制算法工程师","20k-30k","北京 ","经验1-3年","本科及以上","全职","其他后端开发","3天前  ","无人驾驶,免费工作餐,班车,合伙人文化",,"北京-房山区-中关村产业前沿技术研究院","2018-08-13 22:16:08"
"驭势科技产品测试","资深软件工程师","15k-25k","北京 ","经验不限","本科及以上","全职","汽车 | Linux | C++ | Java","3天前  ","无人驾驶,免费工作餐,班车,合伙人文化",,"北京-房山区-中关村产业前沿技术研究院","2018-08-13 22:16:12"
"驭势科技研发部","定位算法工程师","20k-30k","北京 ","经验不限","本科及以上","全职","后端","3天前  ","无人驾驶,合伙人制度,班车,工作餐","职位描述","北京-房山区-中关村产业前沿技术研究院","2018-08-13 22:16:16"
"美团点评无人配送部","无人驾驶决策规划算法研究...","35k-65k","北京 ","经验5-10年","硕士及以上","全职","地图 | 人工智能 | 算法","11:08  ","技术大牛","工作职责• 融合传感器感知信息、定位数据、地图信息，研发真实道路和交通条件下的无人驾驶规划算法• 开发满足复杂场景和任务要求的无人驾驶规划算法• 开发无人驾驶系统纵横向控制算法","北京-朝阳区-望京-望京东路4号","2018-08-13 22:16:19"
"美团点评无人配送","系统架构师-无人车","30k-45k","北京 ","经验5-10年","本科及以上","全职","硬件制造 | 系统架构 | 架构师","11:08  ","技术大牛","工作职责：","北京-朝阳区-望京-望京东路4号","2018-08-13 22:16:22"
