company,jobrequest,salary,tags,title 
上海国际汽车城发展有限公司,任职要求：,10-15万/年,上海-嘉定区  |  3-4年经验  |  本科  |  招1人  |  08-14发布  |  电气工程及其自动化 通信工程,助理应用工程师
上海沪硕投资管理有限公司,"岗位职责：,1、熟悉公司的产品（3D视觉相机软硬件产品），参与产品宣传材料以及公司网站的制作。,2、负责公司微信公众号、百度推广、企业号等新媒体平台日常内容的撰写与发布。,3、负责公司网店的装修设计、产品上架、店铺陈列、店铺日常维护，策划设计促销页面。,4、紧跟社会热点话题（AI方向，无人驾驶，激光雷达，TOF技术应用等等），能够结合公司产品特色，及时创作出相关推广文章。,5、完成行业市场调研，撰写行业报告，辅助公司的市场和产品定位。,任职要求：,1、本科及以上学历，法律、新闻、中文等相关专业优先。,2、 1年以上市场营销工作经验。,3、热爱本行业，有较强的行业敏感度，感知度。,4、具备逻辑思维和发散性思维，有较强的文字功底。,5、网感好、执行力强，能够掌握基础的排版软件和图片处理软件。,薪资：3千-9千",6-8千/月,上海-青浦区  |  无工作经验  |  本科  |  招若干人  |  08-14发布,市场专员/渠道专员Q1254
未来机器人（深圳）有限公司,"职责描述：,?核心职责是设计、开发嵌入式系统（STM32单片机、ARM\FPGA等）的软硬件平台，以实现上述单机视觉无人驾驶模块中的五项功能。具体包括：,1、嵌入式硬件电路（两层板、非高频电路）设计、开发、打样；,2、嵌入式软件设计、开发、调试；,3、嵌入式系统测试、BOM表制作、生产导入。,任职要求：,1、电子工程、计算机硬件等相关工学专业本科以上学历，嵌入式系统软硬件开发3年以上经验；,2、熟练使用Altium Designer等电子电路设计软件完成电气原理图、电气部件连接关系图、PCB layout等设计开发；,3、熟练使用程序设计软件Keil，基于C、VHDL等语言进行嵌入式系统软件开发；,4、具备基于嵌入式系统开发UART、l2C、USB、CAN、步进电机驱动等常用接口和驱动的能力；,5、独立完成嵌入式系统元器件选型、电路板打样等工作；,6、熟悉移动机器人标准传感器（如激光扫描器、编码器、位移传感器）的应用。",2-2.5万/月,深圳-宝安区  |  3-4年经验  |  本科  |  招1人  |  08-14发布  |  电气工程及其自动化 电子信息工程,嵌入式软件工程师
上海欧菲智能车联科技有限公司,"岗位职责：,1. 参与公司无人驾驶解决方案的讨论和制定，系统解决方案的整体规划设计；,2. 负责客户的需求分析、方案设计，以及项目成员的管理及项目中与客户的沟通工作；,3. 负责引进合作伙伴及供应商，组织协调各合作伙伴的项目配合实施；,4. 负责收集、整理和筛选市场和用户信息及竞争对手信息，分析市场需求及行业动态，推进实施方案进行快速迭代；,5. 负责市场售前技术支持工作，把握客户的需求，负责项目计划的制订；,                        ,6. 领导交办的其他事宜。,任职要求：,1. 大学本科学历,IT\计算机\工程项目管理等相关专业；,2. 五年以上IT行业相项目经理经验，熟悉智能软硬件基本原理，熟悉AI基本原理，独立负责过集成项目全过程；,3. 具备负责项目成员的管理及项目中将客户需求转化为解决方案的能力；,4. 熟练掌握智能硬件产品选型、管理相关知识；,5. 具备嵌入式软件，后台数据平台，前端APP等软件管理能力；,6. 具备项目管理知识、法律法规、政策规定、制度标准、质量意识、成本意识及安全意识。",2.5-3万/月,上海-浦东新区  |  5-7年经验  |  本科  |  招2人  |  08-14发布  |  英语,实施项目经理
中能东道集团有限公司,,1-2万/月,北京-海淀区  |  3-4年经验  |  本科  |  招2人  |  08-14发布  |  电子科学与技术 计算机科学与技术,高级软件工程师（自动驾驶方向）
大成国际新产业控股（深圳）有限公司,任职资格,0.8-1万/月,深圳-南山区  |  无工作经验  |  本科  |  招3人  |  08-13发布  |  英语,智能科技产业运营主管（智能科技和STEAM教育业态）
,,,,
浙江小远机器人有限公司,    ,1-1.5万/月,昆山  |  无工作经验  |  招2人  |  08-13发布,机械传动和结构设计工程师
深圳南方德尔汽车电子有限公司,"岗位职责：,1、 负责产品电路原理图的设计和PCB图制作与维护；,2、 负责产品的样机制作和调试；  ,3、 负责产品技术资料制作（电子部分），如APQP文件，硬件设计审查等；  ,4、 负责电子料器件的评估选型；,5、 负责新产品的EMC/EMI测试；  ,6、 负责产品的COSTDOWN与产品性能优化；,7、协助生产过程，并参与产品的售后服务工作（技术培训与技术支持）；,8、负责标准器件与封装库的建立与维护。, , ,任职资格：,1、熟练PADS或CANDENCE软件设计电路；,2、熟悉OFFICE常用办公软件；,3、模拟电子与数字电子基础扎实；,4、态度认真,做事负责,积极主动，性格中性偏外向；,5、具有一定的高速数字电路设计经验；,?6、具有AVM或ADAS产品或类似产品设计经验。, ,工作时间及福利待遇：,1.本公司5天8小时工作制，入职即购买五险一金；,2.全员享有加班费及年终奖；,3.逢重大节日发放节日福利品；,4.公司每年组织员工集体出游活动；,5.有竞争力的薪酬；,6.能挣钱能学习能有自己发挥的小舞台；,7.公司不仅有食堂，还有茶水间、微波炉、冰箱、餐桌；,8.员工生日有生日礼物、每周五下午有丰富的文体活动（篮球、台球、羽毛球等等）...., , ,公司简介：,深圳南方德尔汽车电子有限公司是一家专业从事汽车电子零部件研发、生产、销售的高科技企业。公司投入资本人民币10000万元，由阜新德尔汽车部件股份有限公司全资控股。凭借强大的研发能力和可靠的产品质量，公司与克莱斯勒、IAC集团、一汽、海马、华瑞、亚星等客户建立紧密的合作伙伴关系。公司拥有强大的研发团队，核心成员均有5~20年的汽车电子开发经验。公司秉承&ldquo;客户至上、质量第一、不断创新、精益求精&rdquo;的理念，致力于汽车一键启动PEPS、车身控制BCM、电液泵控制器EHPS、胎压监测系统TPMS、双向RKE、光线传感器LSM等产品研发生产。拥有现代化的空调防静电无尘车间，组建了多条汽车电子产品自动化生产线。生产线采用全自动化生产，拥有完善精密的测试设备，配置了全自动烧录测试台，全自动功能测试台，全自动三防漆喷涂设备，自动密封灌胶设备，全自动程式分板机和高温老化房。生产线上的设备均采用安捷伦等品牌仪器，测试设备高端，按国际领先思想设计、研发，已具备自动化的能力。,公司网址：http://www.fzbauto.com/, ",1-2万/月,深圳-龙华新区  |  3-4年经验  |  本科  |  招1人  |  08-13发布,硬件工程师(AVM/ADAS方向)
智车优行科技（北京）有限公司,,2.5-3万/月,北京-朝阳区  |  无工作经验  |  硕士  |  招若干人  |  08-13发布,自动驾驶工程师
郑州金惠计算机系统工程有限公司,"岗位职责：,  1、负责传感器系统硬件（毫米波，IMU等）数据处理和视觉（Camera）识别结果进行融合，实现对环境、自身运动状态连续稳定的感知和相机姿态估计；,  2、负责制定基于毫米波雷达的FCW整体技术方案,开发多目标下测距、测速和测角等功能算法；,  3、熟悉毫米波雷达测试技术，完成毫米波雷达测试方案。,  任职要求：,  1、数学/计算机/电子信息工程/自动化/信号分析/雷达等相关专业本科以上；,  2、熟悉掌握至少两种车载传感器（毫米波/激光雷达,IMU等）的基本工作原理；,  3、具备扎实的随机过程及最优滤波专业功底，熟练掌握常用滤波算法（Particle Filter、Kalman Filter）；,  4、熟练掌握C/C++编程语言；,  5、具有ADAS、无人驾驶相关项目经验的优先。",1-1.5万/月,郑州-高新区  |  无工作经验  |  本科  |  招1人  |  08-13发布,传感器工程师
成都携恩科技有限公司,"岗位要求：,1、负责培训课程的开发、培训体系建立；,2、根据客户要求制定培训内容，包括理论培训课程及实践培训课程；,3、负责课程体系建设、认证考评体系建设等；,4、培训课程实施、质量管控，培训流程优化改进；,5、培训情况信息及时收集以及问题的反馈；,6、负责产品信息及服务体系有效传递给客户，并收集现场反馈，与研发部门等内部客户做出有效的信息互动。,岗位职责：,1、大专及以上学历，具备5年以上相关无人机飞行经验，3年左右aopa无人机教学培训经验，有警用安防行业无人机培训经验者优先；,  2、持有（中国aopa）颁发的民用无人驾驶航空器系统教员合格证，固定翼优先；,  3、热爱无人机行业，有较强的沟通协调能力，熟悉培训工作流程和日常工作管理程序，具备良好的职业道德和教育教学能力，熟悉相关无人机机型的飞行原理及性能，能够完成无人机理论培训；,                                        ,4、熟练掌握无人机操控技术和地面站系统软件操作，熟悉无人机的组装、调试以及设备日常保养维护，能够完成实践培训工作。",1-1.5万/月,成都-高新区  |  5-7年经验  |  大专  |  招1人  |  08-13发布,无人机培训主管
北京三快在线科技有限公司,,5-7万/月,北京-朝阳区  |  3-4年经验  |  招若干人  |  08-13发布,无人配送-高精地图算法(职位编号：281741177578471569)
青岛中登电子科技有限公司,"岗位职责：,1、完成新一代GIS引擎（地图、搜索、路线等）的系统设计、核心算法设计、及编码实现；,2、负责引擎配套的测试、验证工具的设计及开发；,3、负责引擎模块的单元测试及整体联调测试；,4. 负责研发过程中技术文档的编写及研发经验的积累和分享。能够在工作中指导和组织其他同事解决重要技术难题；,任职要求：,1. 计算机软件、数学/应用数学、地理信息系统、测绘工程等相关专业本科及以上学历；,2. 具有汽车无人驾驶软件开发经验；,3. 具备地理信息专业基础知识，熟悉至少一种导航地图数据规格；,4. 熟练C/C++编程及关系数据库的设计及开发。",3.5-7千/月,青岛-黄岛区  |  无工作经验  |  招2人  |  08-14发布,导航软件开发工程师
杭州远传新业科技有限公司,"岗位职责：,  1、参与智能服务机器人硬件系统架构与集成方案设计；,  2、参与应用于高端机器人平台的关键功能模块机构设计与研发，包括且不限于：伺服驱动模块、高效传动模块、运动缓冲与储能模块、碰撞防护模块。,  3、与来自智能机器人与先进制造领域的技术专家一起参与针对前沿控制理论的新型机器人原理样机搭建与实验测试系统开发。,  ,  任职要求：,  1、本科及以上学历，三年以上相关工作经验，具备坚实的机械设计、机械制造与自动化专业背景知识，熟练掌握各种主流机械设计三维造型软件，例如Dassalt Solidworks，AutoDesk Inventor等，具有丰富的精密机械领域三维建模设计经验。,  2、熟悉多种动力学仿真及有限元分析工程软件，例如MSC ADAMS， ANSYS等，具有良好的数学建模与模型分析能力，能够熟练地应用数值模拟计算与迭代的方法对相关机械设计结果进行优化。,  3、具有娴熟的机械工程平面制图能力，熟悉相关领域的国家设计标准与制图规范，掌握样机研发中资料与设计文档科学管理的有效方法。,  4、熟悉各种先进工程材料的物理性能与多种先进加工成型方法，能够在原型机设计方案中灵活地运用工程材料与工艺手段。,  5、熟悉工业自动化领域中的多种关键元器件与通用标准件的最新发展情况，具有良好的元器件市场技术调研能力。,  6、熟悉原型机样件出图、制造、装配、调试与优化改进的研发流程，能够独立制定原型机研发计划并严格实施，具有较强的工程执行与组织能力。,  7、具有广阔的技术研发实践经验，以具有长期参与大型服务机器人，无人驾驶类产品的原型机研发项目的相关工作经验者优先。,  8、有强烈的责任心和团队合作精神，善于任务统筹规划，思路清晰、工作有条理，具备良好的沟通能力与技术学习能力。",0.8-1.5万/月,昆山  |  3-4年经验  |  本科  |  招3人  |  08-13发布,机械传动和结构设计工程师
博世汽车部件（苏州）有限公司,"欢迎来到车辆感知超越人类的世界,博世科技始终致力于改变未来生活的新技术，正如我们的自动驾驶解决方案。,由传感器控制的无人驾驶系统可以自动分析车辆所在位置，其迅捷的反馈能力使之能有效的避免交通事故以及精准安全的进行车辆定位。,？,1. 贡献中国自动驾驶事业，改变未来出行方式,2. 全面了解自动驾驶传感器软件系统架构，并针对中国市场提出解决方案,3. 成为行业Autosar/ functional safety / ASPICE 行业领军人物,？,？",,苏州  |  8-9年经验  |  招若干人  |  08-13发布,自动驾驶传感器软件专家_物联网专家招聘计划(职位编号：REF20103H)
深圳市航盛电子股份有限公司,"本职位就职于公司旗下自主创业团队，该团队以人工智能为基础整合海内外资源，研发无人驾驶平台相关产品。现招聘有创业意愿创业精神的技术人员加入。,职位描述：,1、负责汽车电子产品方案设计开发、测试及关键元器件选型测试应用等工作；,2、 负责工程相关资料的整理、编写工作；,3、 完成领导安排的其他工作。,任职要求：,1、 电子、电气和机电等相关专业，大专及以上学历，有前装产品开发经验优先考虑；,2、 具备扎实的电子电路理论知识，有较强的电路分析能力与问题解决能力；,3、 熟悉汽车电子产品，熟练使用PADS软件，能独立进行电路分析、调试；,4、 熟悉汽车电子产品开发流程和体系；,5、英语读写流利、",0.8-1万/月,深圳-宝安区  |  无工作经验  |  大专  |  招若干人  |  08-13发布,汽车电子工程师
北京糯米网科技发展有限公司,"百度是卓越的AI人工智能，无人驾驶Apollo，人脸识别，语音识别、中文搜索引擎的公司，百度本地广告事业部隶属于百度搜索公司，负责百度本地直通车、百度聚屏等商业产品的研发、运营和销售，通过聚合百度技术、流量和资源为3600行本地商户构建涵盖“流量、内容、转化”的全场景本地营销解决方案，是百度搜索公司一支重要的变现团队。,使命：用科技让复杂的世界更简单,价值观：简单可依赖,薪资构成：无责任底薪+提成/绩效奖金+餐补+交通补贴+通讯补贴+五险一金+商业保险+差旅报销,其他福利：法定标准假期、带薪年假、节日福利、团队激励、团建活动、生日礼品、节日庆祝、入职体检、健康体检，高端年会，激励卡、生育津贴等,：,1、培训体系完善、学习成长平台：,公司设有百度大学，为百度员工提供，线上和线下系统化培训。,线下培训课堂提供：新员工培训、入职培训、黄埔计划（管理层培训）、储备干部培训、产品知识培训、销售技巧培训等各类系统化个性化培训；,线上培训：可在线学习百度体系所有公开培训资料。,2、发展空间广阔、基于能力的职业晋升公正通道：,让优秀的人才脱颖而出，公司90%的内部管理岗位为内部竞聘——,销售顾问--＞高级销售顾问--＞储备干部--＞销售主管--＞销售经理--＞销售总监；,：,1、通过各种媒介、渠道，寻找并开发潜在大客户，采用有效的公关方式促使其选择公司相关商业产品，完成季度销售指标；,2、保持良好的企业形象和客户关系，提升客户对百度相关商业产品的认知；,3、根据客户需求与竞争对手情况，总结市场、行业特性，为客户制定专业的营销推广方案；,4、完成与客户合作签约，处理产品使用中的沟通协调工作，协助客服提供优质服务，防止客户流失；,5、按照公司要求完成商机输出、客户拜访及汇报工作；,6、收集、汇总客户相关市场、竞争对手信息和动态，为公司提供决策支持。,：,1、大专及以上学历，有1年及以上销售经验，有大客户销售经验者优先，有传统媒体广告销售经验优先，在本地及周边区域有互联网及广告客户资源优先考虑；,2、有独立制定个性化营销推广方案能力；,3、工作积极主动，热爱销售工作，富有激情，具备良好的服务意识和团队合作意识；,4、优秀的谈判能力和沟通理解能力，良好的执行力；,5、能适应较大的工作压力；,6、熟练使用office办公软件。,东莞市南城区鸿福路106号南峰中心3楼百度东莞分公司",1-2万/月,东莞-南城区  |  1年经验  |  大专  |  招10人  |  08-13发布,百度本地广告大客户销售（东莞）
安徽酷哇机器人有限公司,"1.负责无人驾驶系统维护及相关硬件维护,    2.参加现场试验并处理电气故障，提出产品改进措施,     3.负责对外进行无人驾驶动态演示及讲解工作等,    4.与研发人员沟通，解决现场出现的问题,任职资格：,1.熟悉linux基本操作,     2.熟悉计算机硬件，熟悉电子线路相关知识,     3.了解python语言、shell脚本者优先，具备电子线路调试经验者优先,     4.具有较好的分析及接受能力，热爱本职工作，有较强的责任心,    5.可适应出差",0.8-1.5万/月,上海-徐汇区  |  1年经验  |  本科  |  招若干人  |  08-13发布,现场支持工程师
,,,,
深圳市中天安驰有限责任公司,"岗位职责：,1、负责惯性导航系统的算法实现与验证；,2、IMU/GPS组合导航系统的算法开发与优化；,3、负责完成与其他传感器的数据融合。,任职要求：,1、硕士研究生及以上学历，导航专业、应用数学、计算机专业，2年以上相关工作经验；,2、熟悉C/C++语言，熟悉Matlab仿真，有较好的算法和数学基础；,3、熟悉常用惯性器件(如加速度计、陀螺)的硬件结构和原理，熟悉IMU、GPS、惯性导航及组合导航系统基本理论和基本算法；,4、具备惯性器件补偿算法、导航算法、Kalman滤波算法等方面的科研或者项目经验，或者从事过普通MEMS传感器相关的科研工作；,5、具备良好的逻辑沟通能力和解决实际问题的能力；,6、有从事研发工作的韧性和悟性，有责任心和团队精神。",1.5-3万/月,深圳-南山区  |  2年经验  |  硕士  |  招1人  |  08-13发布  |  计算机科学与技术,惯导算法工程师
武汉四维图新科技有限公司,"岗位职责:,负责面向无人驾驶应用的多定位源、里程计、IMU等数据融合，实现各种复杂场景下的高精度融合定位能力；, ,任职资格:,1、有扎实的数学基础，精通常见的几何、统计学等 熟练掌握卡尔曼滤波和粒子滤波等算法及实现；,2、有比较丰富的多传感器融合经验 有较强的工程能力；,3、精通 C/C++ 语言以及至少另一种常见编程语言 对计算机体系结构有比较深刻的认识，能够开发高性能、实时运行的软件； ,4、较好的团队合作精神，具备严谨、踏实的工作态度和良好的沟通能力，能承担工作压力，有较强的责任感及进取精神、致力于创造解决实际问题优先考虑；",0.6-1.2万/月,武汉-洪山区  |  3-4年经验  |  硕士  |  招3人  |  08-14发布,融合定位算法工程师(职位编号：NavInfo000795)
深圳联友科技有限公司,,1-1.5万/月,广州-花都区  |  3-4年经验  |  本科  |  招1人  |  08-14发布,汽车电子控制器建模工程师
上海国羲融资租赁有限公司,"职位描述：,1、负责搭建并管理产品研发团队，统筹负责各个产品线技术研发工作；,2、从技术层面参与公司产品原型讨论，进行整体架构的评估和设计搭建；,3、负责完成重点和难点项目的技术攻关，各类技术问题的解决；,4、带领研发团队推进服务端和前端相关的研发工作，保证研发工作的快速迭代。,任职要求：,1、电子工程/自动化/机器人等相关专业，本科以上学历（工作经验丰富者，学历可放宽）；,2、熟悉模拟电路和数字电路设计，熟悉各种电子元件和PCB布线规则，有较强的电路分析能力，熟练使用Protel等工具软件进行电路设计与分析；,3、精通单片机ARM（STM32）软硬件设计，熟悉底层硬件工作原理；,4、精通C/C++语言编程；,5、熟悉各种嵌入式系统（如SOC/MCU/DSP/ISP等），对人工智能（AI）中计算机视觉，深度神经网络训练及部署有深入的研究及了解；,6、有研发团队的经验，熟悉系统开发的各个环节（功能需求、硬件框架、软件框架、算法等），熟悉自动驾驶/无人驾驶的发展及趋势；,对当前ERP、BI、AI的发展方向有很好的把握，对商业智能相关产品的业务构架和体系结构有深入了解，并能熟练掌握；,7、有机器人开发经历、舵机算法控制、四轴飞行器开发经验的优先考虑；,8、能吃苦耐劳，有责任心，富有团队精神。",2-4万/月,上海-闵行区  |  无工作经验  |  本科  |  招1人  |  08-14发布,技术总监
比亚迪汽车工业有限公司,,0.6-1万/月,深圳-坪山区  |  3-4年经验  |  本科  |  招若干人  |  08-14发布  |  英语熟练,ADAS系统高级工程师
京东商城,"工作职责：,1.负责并领导自动驾驶车载感知视觉算法的核心技术研发工作；,2.配合硅谷团队系统、算法开发并参与自动驾驶汽车车载系统的工程化实现工作；,3.负责多传感器集成、尤其是视觉技术研发工作，车载机器视觉信号处理，机器视觉和激光雷达的数据融合（点云数据处理）；,4.用视觉识别和理解复杂环境，为视觉主导的无人驾驶系统在感知和定位方面提供强有力的支撑。, ,任职资格：,1.具有计算机视觉、三维视觉与点云处理等相关专业博士及以上学历，具有8年以上国际一流公司以及创业公司工作经验；,2.有基于相机/雷达的物体检测、识别、跟踪；场景分割、理解；有高精度定位，立体视觉等领域具有研发经验优先考虑；,3.熟练掌握C/C++编程语言，有Linux编程开发经验优先考虑；,4.熟悉图像识别领域的常见工具如 OpenCV /Matlab ，有毫米波雷达、激光雷达、图像经验者优先考虑；,5.熟悉 SLAM 等在机器人定位和导航领域中常用的经典方法者优先考虑；,6.熟悉 stereo，structured light，ToF 等三维成像原理和方法，以及熟悉高性能运算加速工具如 Neon 以及 GPGPU 技术如 GLES，CUDA和OpenCL 等；,7.熟悉ROS，有ROS开发经验优先考虑。",3-5万/月,北京-大兴区  |  8-9年经验  |  博士  |  招1人  |  08-14发布,计算机视觉专家(045813)(职位编号：045813)
深圳风向标教育资源股份有限公司,"1、大学本科以上，硕士优先；,2、有汽车智能网联相关行业工作经验者优先，独立工作能力强；,3、熟悉车载传感器、 控制器、执行器等装置；,4、了解计算机、现代传感器、信息融合、通信网络等技术；,5、了解无人驾驶系统者优先。",1.2-2万/月,深圳-龙岗区  |  3-4年经验  |  本科  |  招1人  |  08-14发布,汽车智能网联项目总监
广州极飞科技有限公司,"1、负责搭建基于ROS的机器人建模、控制、仿真以及评价的总体框架；,2、负责将现有的自定位和导航系统在ROS平台的仿真实现；,3、负责项目组前沿框架研究。,1、 电子、计算机、自动化、精密仪器相关专业的硕士或以上学历；,2、 熟悉linux操作系统，至少精通C或C++；,3、 熟悉开源机器人系统ROS，在ROS环境下做过实际的开发项目；,4、 对计算机视觉、SLAM或者运动规划有深入研究；,5、 对Apollo 无人驾驶系统有研究者优先。",1-2万/月,广州-天河区  |  无工作经验  |  招1人  |  08-14发布,机器人算法工程师
北京力升高科科技有限公司,,1.6-3万/月,北京-海淀区  |  3-4年经验  |  硕士  |  招1人  |  08-14发布,算法工程师
中寰卫星导航通信有限公司,"岗位职责：,1、参与项目需求分析，管理客户需求，配合制定项目方案。,2、根据无人驾驶项目需求，制定管理项目计划，评估项目风险，协调项目资源。,3、主动发现，管理，解决项目中出现的问题。,4、定期总结项目经验，与团队及时分享，不断完善项目流程。,5、有效利用、优化内外部资源，编写项目管理文档，形成项目的知识库。,岗位要求：,1、有产品研发团队管理能力，有快速学习能力，快速理解客户需求。,2、能把控项目进度、细化需求、明确成员工作内容。,3、能有效利用公司内外部资源，提出合理建议 。,4、与产品技术紧密协作，理解并落实自动驾驶发展规划，促进项目的落地。,5、熟悉自动驾驶技术，了解技术落地难点及瓶颈，并给出合理化建议，熟悉ADAS相关知识。",0.8-1.6万/月,武汉-洪山区  |  无工作经验  |  本科  |  招2人  |  08-14发布  |  普通话,项目经理
杭州光珀智能科技有限公司,"岗位要求：,1、本科及以上学历，计算机、电子、通信、光学、自动化等相关专业;,2、至少3年以上在安防监控、机器人导航、无人驾驶或消费电子等行业产品开发、设计及项目管理经验；,3.具有行业内产品开发经验，懂产品技术，对以上至少一个产品有深刻理解，有成功案例，懂行业知识；,4.具有很强的执行力与组织能力，具有快速解决问题的能力；,5.对市场敏感，对新生事物敏感，具有创新能力、开拓能力及奋斗精神。, ,岗位职责：,1.组织市场分析与市场调研，提出产品开发路线并制定计划；,2-明确制定项目各阶段的目标，管理并落实项目各阶段需要验证的事项；针对存在的问题点组织项目小组研讨解决对策并推进落实；,3-管理项目开发过程中的成本和品质风险，保证有效安全库存以及产品品质满足客户要求；,4-合理协调高层、客户与项目小组之间的矛盾，确保项目在方向明确的情况下顺利推进。",20-30万/年,杭州-西湖区  |  2年经验  |  本科  |  招若干人  |  08-14发布  |  计算机科学与技术 光电子技术科学,项目经理
广州爱范儿科技股份有限公司,,0.8-1.3万/月,北京-朝阳区  |  1年经验  |  本科  |  招1人  |  08-14发布,汽车编辑（北京）
广东泊锐数创空间技术有限公司,"岗位职责： ,　　1、按照公司的战略计划完成培训学校的年度培训任务; ,　　2、负责每期学员的理论培训工作，包含理论考试、口试的培训; ,　　3、负责每期学员的实践培训工作，包含实践考试(定点悬停360度、四边悬停、八字飞行)、地面站教学的培训; ,　　4、不断总结教学经验，并改进教学方式、方法，提高教学效率和考试通过率; ,　　5、教学前、教学后对无人机及配进行保养、维修; ,　　6、统筹教学现场、空域规划、维护和控制、现场调度等。 ,　　任职资格： ,　　1、大专以上学历，具备3年以上相关无人机飞行经验，有无人机教学培训经验者优先; ,　　2、持有(中国AOPA)颁发的民用无人驾驶航空器系统驾驶员教员证;或者持有(中国AOPA)颁发的民用无人驾驶航空器系统驾驶员理论教员培训学习合格证，多旋翼、固定翼、或者直升机任意一类均可; ,　　3、熟悉相关无人机机型的飞行原理及性能，能够完成无人机理论培训; ,　　4、熟练掌握无人机操控技术和地面站系统软件操作，熟悉无人机的组装、调试以及设备日常保养维护，能够完成实践培训工作; ,　　5、热爱无人机事业，有较强的沟通协调能力，熟悉培训工作流程和日常工作管理程序，具备良好的职业道德和教育教学能力",0.8-1.5万/月,惠州  |  3-4年经验  |  大专  |  招1人  |  08-14发布,无人机培训教员
丰疆智慧农业股份有限公司,"岗位职责：,1.负责无人驾驶农机软件app的后台设计、开发和优化。,2.负责其他互联网产品的后台设计、开发及优化工作,岗位要求：,1. 全日制大学本科及以上学历，计算机、软件工程相关专业。,2. 本科3年以上，硕士2年以上相关工作经验，985、211院校优先。,3. 熟悉 Unix/Linux 操作系统原理、系统管理命令、开发工具；,4. 精通网络编程，熟悉 TCP/IP 协议栈，熟悉常用的应用层协议；,5. 具备良好的分析问题、解决问题能力，能独立承担任务，有项目进度把控能力； ,6. 责任心强，具有良好的对外沟通和团队协作能力，主动好学； ,7. 有完整的上线产品经验者优先。 ",1.2-2万/月,南京  |  2年经验  |  本科  |  招若干人  |  08-14发布,高级后台开发工程师
深圳高速工程顾问有限公司,"1.开展自动驾驶测试场地建设方案、V2X相关技术、高精度地图等相关的车路协同技术进行研发；,2.负责研究成果的整理、汇报；对研发合作单位的管理、工作协调等；,3.领导交办的其他工作。,要求：,1.硕士及以上学历，智能交通与信息系统工程等相关专业；,2.对车路协同、无人驾驶、智能交通、交通工程BIM、信息化建设有一定理解，有相关工作经验优先。,3.有较强的文字编辑能力，有海外留学、英文能力突出者优先；,4.具有较强的理解和执行力，能灵活把握工作进度。",10-20万/年,深圳  |  无工作经验  |  硕士  |  招若干人  |  08-14发布,车路协同研发人员
广东中兴新支点技术有限公司,,1.5-2.5万/月,南京-雨花台区  |  3-4年经验  |  本科  |  招1人  |  08-14发布  |  英语熟练  |  软件工程 计算机科学与技术,嵌入式操作系统高级研发工程师（南京）
中电光谷联合股份有限公司,"岗位职责：,1.负责软件系统功能的模块设计、代码开发；,2.参与软件详细设计、编码实现及单元测试，确保性能、质量和安全；,3.部门安排的其他工作。,岗位要求：,1.211院校计算机类相关专业本科及以上学历；,2.2年以上JAVA开发经验；,3.熟练掌握java应用程序开发，熟悉ssh框架；,4.熟练掌握Mysql，sqlserver，Oracle等 数据库，精通SQL语句的书写 ；,5.熟练应用tomcat、nginx等应用服务器进行应用程序的开发及部署；,6.熟悉Linux系统，熟练idea,eclipse,svn,maven等常用开发环境使用；,7.兼具熟悉Web及前端技术（包括Html,css,Javascript，ajax，json，jQuery）开发框架者优先；,8.有智慧园区、智慧社区、智慧城市相关系统的开发经验者优先；,备注：,中电光谷，作为中国电子（CEC）旗下企业，我们既有国有企业的完善福利机制，也有上市公司人性化的薪酬体制，更具有高科技公司快速晋升的职业平台；在这里，你可以根据自身的特质来规划和调整你的职业方向；你可以与211、985的精英们进行思想碰撞；你可以和物联网、大数据、智能制造、人工智能等朝阳产业的前沿大师们同台竞技；你可以接触到VR、AR、BIM、机器学习等在实际应用中的***实践。,实现产业园区的管理和运营的信息化和智能化，打造安全、绿色、协同的一体化园区运营管理平台；,基于物联网和数据科学的园区集中分析和监控中心，确保园区不再存在信息孤岛、设备孤岛、空间孤岛，以达到“物尽其用”，通过NBIoT（窄带物联网）真正实现各类设施设备的互联互通，通过对实时数据的准点采集和对历史数据的回归分析，达到优化能源结构、设备故障报警、空间合理利用、精准产业定位和定制化的招商运营；,                    ,结合大数据、图像识别、实时采集、增强现实等前沿技术，来搭建从产业园到整个城市的运行大脑，为智能城市的各种基础设施提供数据分析和算法，包含但不限于：无人驾驶、能源输送和分配、消费机器人等等。",1.2-1.8万/月,武汉-洪山区  |  2年经验  |  本科  |  招5人  |  08-14发布,Java开发工程师
北醒（北京）光子科技有限公司,"1、为客户提供技术服务（远程或现场），包括售前技术支持（从技术角度帮助客户Design in,研发调试,）及售后服务（安装，调试，故障排查等）；,2、完成客户服务报告，包括：客户测试跟踪报告，客户需求反馈、应用及服务报告、质量报告、故障报告等；,3、提供内外部产品技术培训；,4、创建面向客户的基础技术文档；,5、开发基于公司产品的应用范例。,任职要求：,1、本科或以上学历，电子工程、微电子、计算机科学、自动化或相关理工科背景；,2、有一定的英语基础，认真细致，责任心强，有耐压性，具有良好的沟通技巧和解决问题，能够适应短期出差;,3、有激光雷达，深度相机等相关产品从业经验者优先；,4、有机器人、无人机、无人驾驶领域工作经验者优先。",10-18万/年,深圳-宝安区  |  1年经验  |  本科  |  招1人  |  08-14发布,技术支持工程师（深圳）
